costOfRevenue,currency,ebit,filingType,fiscalDate,fiscalQuarter,fiscalYear,grossProfit,incomeTax,interestIncome,minorityInterest,netIncome,netIncomeBasic,operatingExpense,operatingIncome,otherIncomeExpenseNet,pretaxIncome,reportDate,researchAndDevelopment,sellingGeneralAndAdmin,symbol,totalRevenue
114543000,USD,219895000,10-K,2008-12-31,0,2008,346125000,0,78791000,3799000,98644000,98644000,258840000,201828000,0,126668000,2009-02-17,0,34796000,ARE,460668000
99210000,USD,177804000,10-K,2007-12-31,0,2007,306150000,0,88387000,3669000,78905000,78905000,230246000,175114000,0,97393000,2008-02-29,0,32456000,ARE,405360000
71550000,USD,147015000,10-K,2006-12-31,0,2006,245271000,0,71371000,2287000,57326000,57326000,172208000,144613000,0,75703000,2007-03-01,0,26071000,ARE,316821000
54540000,USD,113147000,10-K,2005-12-31,0,2005,189544000,0,49116000,634000,47343000,47343000,131064000,113020000,0,64067000,2006-03-16,0,21094000,ARE,244084000
38417000,USD,87238000,10-K,2004-12-31,0,2004,144867000,0,28670000,0,45724000,45724000,96060000,87224000,0,60195000,2005-03-16,0,15105000,ARE,183284000
32794000,USD,78697000,10-K,2003-12-31,0,2003,127764000,0,27340000,0,50745000,50745000,87310000,73248000,0,59643000,2004-03-15,0,14211000,ARE,160558000
30040000,USD,71144000,10-KARS,2002-12-31,0,2002,114632000,0,24984000,0,31453000,31453000,78334000,66338000,0,41034000,2003-03-31,0,13436000,ARE,144672000
26115000,USD,59403000,10-K,2001-12-31,0,2001,101675000,0,29126000,0,26611000,26611000,68387000,59403000,0,30277000,2002-03-29,0,11694000,ARE,127790000
21873000,USD,51800000,10-K405,2000-12-31,0,2000,85037000,0,25791000,0,22343000,22343000,55110000,51800000,0,26009000,2001-03-30,0,8986000,ARE,106910000
19003000,USD,41750000,10-K,1999-12-31,0,1999,67259000,0,19697000,0,20017000,20017000,44512000,41750000,0,22053000,2000-03-29,0,6977000,ARE,86262000
13390000,USD,33436000,10-K,1998-12-31,0,1998,47626000,0,14033000,0,19403000,19403000,27580000,33436000,0,19403000,1999-03-15,0,3894000,ARE,61016000
206933000,USD,180558000,10-Q,2023-03-31,1,2023,493862000,0,13754000,43831000,75256000,75256000,520431000,180364000,0,121693000,2023-04-24,0,48196000,ARE,700795000
204352000,USD,158629000,10-K,2022-12-31,4,2022,465929000,0,17522000,40949000,54199000,54199000,511824000,158457000,0,95268000,2023-01-30,0,42992000,ARE,670281000
201189000,USD,153816000,10-Q,2022-09-30,3,2022,458663000,0,22984000,38747000,341439000,341439000,506076000,153776000,0,383443000,2022-10-24,0,49958000,ARE,659852000
196284000,USD,162218000,10-Q,2022-06-30,2,2022,447480000,0,24257000,37168000,269280000,269280000,481759000,162005000,0,309382000,2022-07-25,0,43397000,ARE,643764000
181328000,USD,152367000,10-Q,2022-03-31,1,2022,433737000,0,29440000,32177000,-151650000,-151650000,462918000,152147000,0,-117392000,2022-04-25,0,40931000,ARE,615065000
175717000,USD,123316000,10-K,2021-12-31,4,2021,401206000,0,34862000,24901000,75465000,75465000,465862000,111061000,0,99796000,2022-01-31,0,41654000,ARE,576923000
165995000,USD,136082000,10-Q,2021-09-30,3,2021,381764000,0,35678000,21286000,101264000,101264000,411677000,136082000,0,124433000,2021-10-25,0,37931000,ARE,547759000
143955000,USD,140341000,10-Q,2021-06-30,2,2021,365664000,0,35158000,19436000,380563000,380563000,369278000,140341000,0,404520000,2021-07-26,0,37880000,ARE,509619000
137888000,USD,130589000,10-Q,2021-03-31,1,2021,341961000,0,36467000,17412000,6107000,6107000,349260000,130589000,0,25533000,2021-04-26,0,33996000,ARE,479849000
136767000,USD,122420000,10-K,2020-12-31,4,2020,329267000,0,37538000,15649000,433241000,433241000,351762000,114272000,0,457133000,2021-02-01,0,32690000,ARE,466034000
140443000,USD,194633000,10-Q,2020-09-30,3,2020,404599000,0,43318000,14743000,81056000,81056000,350409000,194633000,0,95799000,2020-10-26,0,36913000,ARE,545042000
123911000,USD,117136000,10-Q,2020-06-30,2,2020,313045000,0,45014000,13907000,229654000,229654000,319820000,117136000,0,243561000,2020-07-27,0,31775000,ARE,436956000
129103000,USD,97927000,10-Q,2020-03-31,1,2020,308502000,0,45739000,11913000,16840000,16840000,339678000,97927000,0,30678000,2020-04-27,0,31963000,ARE,437605000
445492000,USD,131778000,10-K,2019-12-31,4,2019,-26339000,0,45493000,13612000,200840000,200840000,297511000,121642000,0,216053000,2020-02-04,0,29782000,ARE,419153000
0,USD,108777000,10-Q,2019-09-30,3,2019,385776000,0,46203000,11199000,-49773000,-49773000,276999000,108777000,0,-36003000,2019-10-29,0,27930000,ARE,385776000
0,USD,106320000,10-Q,2019-06-30,2,2019,371618000,0,42879000,8412000,76330000,76330000,265298000,106320000,0,87179000,2019-07-30,0,26434000,ARE,371618000
0,USD,95630000,10-Q,2019-03-31,1,2019,354749000,0,39100000,7659000,123598000,123598000,259119000,95630000,0,136818000,2019-04-30,0,24677000,ARE,354749000
381120000,USD,100068000,10-K,2018-12-31,4,2018,-43335000,0,40239000,6053000,-29360000,-29360000,281698000,56087000,0,-18631000,2019-02-05,0,22385000,ARE,337785000
0,USD,135246000,10-Q,2018-09-30,3,2018,336547000,0,42244000,5723000,208940000,208940000,201301000,135246000,0,219359000,2018-10-30,0,22660000,ARE,336547000
0,USD,83874000,10-Q,2018-06-30,2,2018,322794000,0,38097000,5817000,52016000,52016000,238920000,83874000,0,60547000,2018-07-31,0,22939000,ARE,322794000
0,USD,90388000,10-Q,2018-03-31,1,2018,317655000,0,36915000,5888000,132387000,132387000,227267000,90388000,0,141518000,2018-05-01,0,22421000,ARE,317655000
325609000,USD,86363000,10-K,2017-12-31,4,2017,-25128000,0,36082000,6219000,36831000,36831000,229544000,70937000,0,45607000,2018-01-30,0,18910000,ARE,300481000
0,USD,88286000,10-Q,2017-09-30,3,2017,283079000,0,31031000,5773000,51273000,51273000,194793000,88286000,0,59546000,2017-10-31,0,17636000,ARE,283079000
0,USD,72486000,10-Q,2017-06-30,2,2017,272412000,0,31748000,7275000,31630000,31630000,199926000,72486000,0,41496000,2017-08-01,0,19234000,ARE,272412000
0,USD,75401000,10-Q,2017-03-31,1,2017,268539000,0,29784000,5844000,25661000,25661000,193138000,75401000,0,47555000,2017-05-02,0,19229000,ARE,268539000
278408000,USD,253402000,10-K,2016-12-31,4,2016,-32405000,0,31223000,4488000,-25127000,-25127000,-7399000,253402000,0,19792000,2017-01-31,0,17458000,ARE,246003000
0,USD,52442000,10-Q,2016-09-30,3,2016,225272000,0,25850000,4084000,5452000,5452000,172830000,52442000,0,28559000,2016-11-02,0,15854000,ARE,225272000
0,USD,-93422000,10-Q,2016-06-30,2,2016,215745000,0,25025000,3500000,-127648000,-127648000,309167000,-93422000,0,-108116000,2016-08-04,0,15384000,ARE,215745000
0,USD,29605000,10-Q,2016-03-31,1,2016,210873000,0,24855000,4030000,-3818000,-3818000,181268000,29605000,0,9966000,2016-05-04,0,15188000,ARE,210873000
261232000,USD,72842000,10-K,2015-12-31,4,2015,-46509000,0,28230000,972000,35131000,35131000,143532000,71191000,0,42977000,2016-02-03,0,15102000,ARE,214723000
0,USD,60198000,10-Q,2015-09-30,3,2015,211430000,0,27679000,170000,32659000,32659000,151232000,60198000,0,39699000,2015-11-04,0,15143000,ARE,211430000
0,USD,62530000,10-Q,2015-06-30,2,2015,201399000,0,26668000,263000,31291000,31291000,138869000,62530000,0,38430000,2015-07-29,0,14989000,ARE,201399000
0,USD,43493000,10-Q,2015-03-31,1,2015,192002000,0,23236000,492000,17786000,17786000,148509000,43493000,0,25008000,2015-04-29,0,14387000,ARE,192002000
219164000,USD,60639000,10-K,2014-12-31,4,2014,-30248000,0,22188000,1362000,-16154000,-16154000,128831000,60085000,0,-6030000,2015-02-24,0,13861000,ARE,188916000
0,USD,54690000,10-Q,2014-09-30,3,2014,183290000,0,20555000,1340000,27626000,27626000,128600000,54690000,0,35943000,2014-11-04,0,12609000,ARE,183290000
0,USD,52286000,10-Q,2014-06-30,2,2014,175936000,0,17433000,1307000,27932000,27932000,123650000,52286000,0,36116000,2014-08-07,0,13836000,ARE,175936000
0,USD,55938000,10-Q,2014-03-31,1,2014,172252000,0,19123000,1195000,32709000,32709000,116314000,55938000,0,40749000,2014-05-08,0,13224000,ARE,172252000
189039000,USD,58048000,10-K,2013-12-31,4,2013,-21159000,0,13194000,1110000,36247000,36247000,114489000,53391000,0,44222000,2014-03-03,0,12734000,ARE,167880000
0,USD,46485000,10-Q,2013-09-30,3,2013,155059000,0,16171000,960000,24579000,24579000,108574000,46485000,0,32453000,2013-11-07,0,11666000,ARE,155059000
0,USD,45534000,10-Q,2013-06-30,2,2013,150666000,0,15978000,980000,25483000,25483000,105132000,45534000,0,33337000,2013-08-07,0,12472000,ARE,150666000
0,USD,45264000,10-Q,2013-03-31,1,2013,147387000,0,18020000,982000,22442000,22442000,102123000,45264000,0,30237000,2013-05-03,0,11648000,ARE,147387000
174523000,USD,73284000,10-K,2012-12-31,4,2012,-18326000,0,17941000,1012000,21000000,21000000,107619000,48578000,0,28807000,2013-02-26,0,12625000,ARE,156197000
0,USD,32759000,10-Q,2012-09-30,3,2012,142815000,0,17094000,828000,10646000,10646000,110056000,32759000,0,18305000,2012-11-09,0,12485000,ARE,142815000
0,USD,35784000,10-Q,2012-06-30,2,2012,144724000,0,17922000,851000,17616000,17616000,108940000,35784000,0,25641000,2012-08-08,0,12324000,ARE,144724000
0,USD,45132000,10-Q,2012-03-31,1,2012,142337000,0,16227000,711000,18368000,18368000,97205000,45132000,0,32775000,2012-05-04,0,10361000,ARE,142337000
126892000000,USD,11150000000,10-K,2022-12-31,0,2022,29843000000,1889000000,527000000,-226000000,8913000000,8913000000,146421000000,10314000000,0,11595000000,2023-01-31,0,10667000000,GM,156735000000
100544000000,USD,10625000000,10-K,2021-12-31,0,2021,26460000000,2771000000,804000000,-74000000,9837000000,9837000000,117680000000,9324000000,0,12716000000,2022-02-02,0,8554000000,GM,127004000000
97539000000,USD,7308000000,10-K,2020-12-31,0,2020,24946000000,1774000000,857000000,-106000000,6247000000,6247000000,115851000000,6634000000,0,8095000000,2021-02-10,0,7038000000,GM,122485000000
110651000000,USD,6749000000,10-K,2019-12-31,0,2019,26586000000,769000000,353000000,-65000000,6581000000,6581000000,131756000000,5481000000,0,7436000000,2020-02-05,0,8491000000,GM,137237000000
120656000000,USD,6608000000,10-K,2018-12-31,0,2018,26393000000,474000000,320000000,-9000000,7916000000,7916000000,142604000000,4445000000,0,8549000000,2019-02-06,0,9650000000,GM,147049000000
114869000000,USD,12148000000,10-K,2017-12-31,0,2017,30719000000,11533000000,575000000,-18000000,-3880000000,-3880000000,135572000000,10016000000,0,11863000000,2018-02-06,0,9575000000,GM,145588000000
136333000000,USD,11827000000,10-K,2016-12-31,0,2016,30047000000,2416000000,387000000,-159000000,9427000000,9427000000,156835000000,9545000000,0,11684000000,2017-02-07,0,11710000000,GM,166380000000
128321000000,USD,7091000000,10-K,2015-12-31,0,2015,24035000000,-1897000000,274000000,-72000000,9687000000,9687000000,147459000000,4897000000,0,7718000000,2016-02-03,0,13405000000,GM,152356000000
138082000000,USD,3744000000,10-K,2014-12-31,0,2014,17847000000,228000000,192000000,69000000,2804000000,2804000000,154279000000,1650000000,0,4246000000,2015-02-04,0,12158000000,GM,155929000000
134925000000,USD,7482000000,10-K,2013-12-31,0,2013,20502000000,2127000000,88000000,-15000000,3770000000,3770000000,149755000000,5672000000,0,7458000000,2014-02-06,0,12382000000,GM,155427000000
140236000000,USD,-1656000000,10-K,2012-12-31,0,2012,12020000000,-34831000000,489000000,-52000000,4859000000,4859000000,155474000000,-3218000000,0,-28695000000,2013-02-15,0,13593000000,GM,152256000000
130386000000,USD,10134000000,10-K,2011-12-31,0,2011,19890000000,-110000000,85000000,97000000,7585000000,7585000000,143334000000,6942000000,0,9177000000,2012-02-27,0,12105000000,GM,150276000000
118792000000,USD,6522000000,10-K,2010-12-31,0,2010,16800000000,672000000,633000000,331000000,4668000000,4668000000,130515000000,5077000000,7000000,7175000000,2011-03-01,0,11446000000,GM,135592000000
32247000000,USD,2600000000,10-Q,2023-03-31,1,2023,7738000000,428000000,234000000,-49000000,2369000000,2369000000,37406000000,2579000000,0,2775000000,2023-04-25,0,2547000000,GM,39985000000
34578000000,USD,2833000000,10-K,2022-12-31,4,2022,8531000000,582000000,-192000000,8000000,1982000000,1982000000,40498000000,2611000000,0,2587000000,2023-01-31,0,3393000000,GM,43109000000
33700000000,USD,3758000000,10-Q,2022-09-30,3,2022,8188000000,845000000,259000000,-53000000,3278000000,3278000000,38497000000,3391000000,0,4097000000,2022-10-25,0,2477000000,GM,41888000000
29261000000,USD,2071000000,10-Q,2022-06-30,2,2022,6498000000,490000000,234000000,-50000000,1666000000,1666000000,33643000000,2116000000,0,2132000000,2022-07-26,0,2293000000,GM,35759000000
29353000000,USD,2488000000,10-Q,2022-03-31,1,2022,6626000000,-28000000,226000000,-131000000,1987000000,1987000000,33783000000,2196000000,0,2779000000,2022-04-27,0,2504000000,GM,35979000000
27491000000,USD,1806000000,10-K,2021-12-31,4,2021,6093000000,471000000,81000000,25000000,1650000000,1650000000,32064000000,1520000000,0,2237000000,2022-02-02,0,2478000000,GM,33584000000
20672000000,USD,1968000000,10-Q,2021-09-30,3,2021,6107000000,152000000,230000000,-34000000,2375000000,2375000000,25134000000,1645000000,0,2538000000,2021-10-27,0,2148000000,GM,26779000000
27266000000,USD,3209000000,10-Q,2021-06-30,2,2021,6901000000,971000000,243000000,-57000000,2790000000,2790000000,31285000000,2882000000,0,3750000000,2021-08-04,0,2125000000,GM,34167000000
25115000000,USD,3642000000,10-Q,2021-03-31,1,2021,7359000000,1177000000,250000000,-8000000,3022000000,3022000000,29197000000,3277000000,0,4191000000,2021-05-05,0,1803000000,GM,32474000000
30200000000,USD,3052000000,10-K,2020-12-31,4,2020,7318000000,642000000,34000000,-49000000,2761000000,2761000000,34751000000,2767000000,0,3439000000,2021-02-10,0,2130000000,GM,37518000000
27169000000,USD,4733000000,10-Q,2020-09-30,3,2020,8311000000,887000000,327000000,-27000000,4045000000,4045000000,31056000000,4424000000,0,4905000000,2020-11-05,0,1628000000,GM,35480000000
13444000000,USD,-1002000000,10-Q,2020-06-30,2,2020,3334000000,-112000000,303000000,-22000000,-806000000,-806000000,17992000000,-1214000000,0,-892000000,2020-07-29,0,1310000000,GM,16778000000
26726000000,USD,525000000,10-Q,2020-03-31,1,2020,5983000000,357000000,193000000,-8000000,247000000,247000000,32052000000,657000000,0,643000000,2020-05-06,0,1970000000,GM,32709000000
25921000000,USD,-286000000,10-K,2019-12-31,4,2019,4905000000,-163000000,-229000000,2000000,-345000000,-345000000,31380000000,-554000000,0,-355000000,2020-02-05,0,2282000000,GM,30826000000
28174000000,USD,2619000000,10-Q,2019-09-30,3,2019,7299000000,271000000,206000000,-40000000,2351000000,2351000000,33169000000,2304000000,0,2582000000,2019-10-29,0,2008000000,GM,35473000000
28327000000,USD,2758000000,10-Q,2019-06-30,2,2019,7733000000,524000000,195000000,-15000000,2418000000,2418000000,33573000000,2487000000,0,2927000000,2019-08-01,0,2102000000,GM,36060000000
28229000000,USD,1658000000,10-Q,2019-03-31,1,2019,6649000000,137000000,181000000,-12000000,2157000000,2157000000,33634000000,1244000000,0,2282000000,2019-04-30,0,2099000000,GM,34878000000
31868000000,USD,1177000000,10-K,2018-12-31,4,2018,6531000000,-611000000,-150000000,25000000,1946000000,1946000000,37570000000,829000000,0,1458000000,2019-02-06,0,2478000000,GM,38399000000
28533000000,USD,2140000000,10-Q,2018-09-30,3,2018,7258000000,100000000,161000000,-4000000,2534000000,2534000000,34181000000,1610000000,0,2630000000,2018-10-31,0,2584000000,GM,35791000000
30071000000,USD,2114000000,10-Q,2018-06-30,2,2018,6689000000,519000000,159000000,-24000000,2390000000,2390000000,35283000000,1477000000,0,2885000000,2018-07-25,0,2216000000,GM,36760000000
30184000000,USD,1177000000,10-Q,2018-03-31,1,2018,5915000000,466000000,150000000,-6000000,1046000000,1046000000,35570000000,529000000,0,1576000000,2018-04-26,0,2372000000,GM,36099000000
26041000000,USD,3284000000,10-K,2017-12-31,4,2017,7740000000,7983000000,148000000,-31000000,-5165000000,-5165000000,31044000000,2737000000,0,3149000000,2018-02-06,0,2108000000,GM,33781000000
26511000000,USD,2416000000,10-Q,2017-09-30,3,2017,7112000000,2316000000,151000000,1000000,-2983000000,-2983000000,31707000000,1916000000,0,2430000000,2017-10-24,0,2304000000,GM,33623000000
29212000000,USD,3148000000,10-Q,2017-06-30,2,2017,7772000000,534000000,132000000,3000000,1660000000,1660000000,34366000000,2618000000,0,2967000000,2017-07-25,0,2479000000,GM,36984000000
33105000000,USD,3300000000,10-Q,2017-03-31,1,2017,8095000000,700000000,144000000,9000000,2608000000,2608000000,38455000000,2745000000,0,3317000000,2017-04-28,0,2684000000,GM,41200000000
36540000000,USD,2085000000,10-K,2016-12-31,4,2016,7378000000,210000000,-35000000,-60000000,1835000000,1835000000,42398000000,1520000000,0,1985000000,2017-02-07,0,3321000000,GM,43918000000
34778000000,USD,3514000000,10-Q,2016-09-30,3,2016,8047000000,776000000,148000000,-61000000,2773000000,2773000000,39808000000,3017000000,0,3488000000,2016-10-25,0,2724000000,GM,42825000000
34426000000,USD,3696000000,10-Q,2016-06-30,2,2016,7946000000,871000000,147000000,-16000000,2866000000,2866000000,39336000000,3036000000,0,3721000000,2016-07-21,0,2847000000,GM,42372000000
30589000000,USD,2532000000,10-Q,2016-03-31,1,2016,6676000000,559000000,127000000,-22000000,1953000000,1953000000,35293000000,1972000000,0,2490000000,2016-04-21,0,2818000000,GM,37265000000
32992000000,USD,2474000000,10-K,2015-12-31,4,2015,6629000000,-3168000000,-56000000,-40000000,6266000000,6266000000,37762000000,1859000000,0,3058000000,2016-02-03,0,3029000000,GM,39621000000
32058000000,USD,1499000000,10-Q,2015-09-30,3,2015,6785000000,165000000,112000000,-18000000,1359000000,1359000000,37846000000,997000000,0,1506000000,2015-10-21,0,4282000000,GM,38843000000
32597000000,USD,1812000000,10-Q,2015-06-30,2,2015,5583000000,577000000,108000000,23000000,1117000000,1117000000,36892000000,1288000000,0,1717000000,2015-07-23,0,2977000000,GM,38180000000
30674000000,USD,1306000000,10-Q,2015-03-31,1,2015,5038000000,529000000,110000000,-37000000,945000000,945000000,34959000000,753000000,0,1437000000,2015-04-23,0,3117000000,GM,35712000000
34050000000,USD,1898000000,10-K,2014-12-31,4,2014,5567000000,279000000,-107000000,22000000,1105000000,1105000000,38188000000,1429000000,0,2288000000,2015-02-04,0,2953000000,GM,39617000000
