adjustedHolding,adjustedMarketValue,entityProperName,reportDate,reportedHolding,reportedMarketValue,symbol
5172,330439,SPDR SERIES TRUST,2022-05-27,5172,330439,AOS
5141,300389,John Hancock Exchange-Traded Fund Trust,2022-06-28,5141,300389,AOS
5108,326350,SPDR SERIES TRUST,2022-05-27,5108,326350,AOS
5082,343594,Absolute Shares Trust,2021-05-17,5082,343594,AOS
5058,323156,"BlackRock Variable Series Funds, Inc.",2022-05-25,5058,323156,AOS
4974,317789,SCHWAB ANNUITY PORTFOLIOS,2022-05-24,4974,317789,AOS
4804,329459,Symmetry Panoramic Trust,2022-04-29,4804,329459,AOS
4761,346220,Northern Lights Fund Trust IV,2021-10-28,4761,346220,AOS
4715,404783,FS Series Trust,2022-02-24,4715,404783,AOS
4665,319926,BNY MELLON FUNDS TRUST,2022-04-25,4665,319926,AOS
4655,297408,AQR Funds,2022-05-26,4655,297408,AOS
4600,293894,PRUDENTIAL SERIES FUND,2022-05-26,4600,293894,AOS
4589,293191,WisdomTree Trust,2022-05-17,4589,293191,AOS
4536,265038,THRIVENT MUTUAL FUNDS,2022-06-28,4536,265038,AOS
4500,262935,DOMINI INVESTMENT TRUST,2022-06-29,4500,262935,AOS
4470,261182,Voya MUTUAL FUNDS,2022-06-23,4470,261182,AOS
4406,257443,NATIONWIDE MUTUAL FUNDS,2022-06-22,4406,257443,AOS
4400,281116,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,4400,281116,AOS
4400,281116,ADVANCED SERIES TRUST,2022-05-26,4400,281116,AOS
4381,255982,MAINSTAY FUNDS TRUST,2022-06-28,4381,255982,AOS
4380,279838,GPS Funds I,2022-05-23,4380,279838,AOS
4378,300243,ALLSPRING MASTER TRUST,2022-04-29,4378,300243,AOS
4371,299763,"iShares, Inc.",2022-04-26,4371,299763,AOS
4320,276005,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,4320,276005,AOS
4289,254638,Columbia Funds Series Trust II,2021-04-26,4289,254638,AOS
4264,272427,PAX WORLD FUNDS SERIES TRUST I,2022-05-26,4264,272427,AOS
4241,247802,Pacer Funds Trust,2022-06-29,4241,247802,AOS
4176,244004,iSHARES TRUST,2022-06-27,4176,244004,AOS
4148,265016,NORTHERN FUNDS,2022-05-24,4148,265016,AOS
4085,260991,OHIO NATIONAL FUND INC,2022-05-24,4085,260991,AOS
4063,259585,Krane Shares Trust,2022-05-31,4063,259585,AOS
4051,236700,NATIONWIDE MUTUAL FUNDS,2022-06-22,4051,236700,AOS
4047,236466,SCHWAB CAPITAL TRUST,2022-06-24,4047,236466,AOS
4028,276240,SEI INSTITUTIONAL INVESTMENTS TRUST,2022-04-29,4028,276240,AOS
4002,274457,John Hancock Funds II,2022-04-27,4002,274457,AOS
4000,206760,Northern Lights Fund Trust,2020-12-16,4000,206760,AOS
3950,339108,Securian Funds Trust,2022-02-24,3950,339108,AOS
3840,329664,BNY Mellon Investment Funds I,2022-02-23,3840,329664,AOS
3826,244443,VARIABLE INSURANCE PRODUCTS FUND II,2022-05-25,3826,244443,AOS
3700,236393,PUTNAM ASSET ALLOCATION FUNDS,2022-05-25,3700,236393,AOS
3695,215899,GREEN CENTURY FUNDS,2022-06-24,3695,215899,AOS
3616,247985,ALLSPRING MASTER TRUST,2022-04-29,3616,247985,AOS
3609,256492,Franklin Alternative Strategies Funds,2021-10-28,3609,256492,AOS
3600,216432,Monteagle Funds,2022-06-28,3600,216432,AOS
3572,208712,FLEXSHARES TRUST,2022-06-28,3572,208712,AOS
3514,224509,ALLSPRING FUNDS TRUST,2022-05-31,3514,224509,AOS
3514,224509,Bridge Builder Trust,2022-05-31,3514,224509,AOS
3500,240030,"T. Rowe Price Tax-Efficient Funds, Inc.",2022-04-26,3500,240030,AOS
3495,223296,TIAA SEPARATE ACCOUNT VA 1,2022-05-26,3495,223296,AOS
3489,203862,"PRINCIPAL FUNDS, INC.",2022-06-24,3489,203862,AOS
3437,235709,VANGUARD WELLINGTON FUND,2022-04-29,3437,235709,AOS
3415,218184,TIMOTHY PLAN,2022-05-25,3415,218184,AOS
3400,217226,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,3400,217226,AOS
3400,241638,NUVEEN INVESTMENT TRUST,2021-07-27,3400,241638,AOS
3391,216651,THRIVENT SERIES FUND INC,2022-05-27,3391,216651,AOS
3343,229263,MORGAN STANLEY PATHWAY FUNDS,2022-04-28,3343,229263,AOS
3302,226451,Guggenheim Active Allocation Fund,2022-04-28,3302,226451,AOS
3300,210837,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,3300,210837,AOS
3285,191943,RUSSELL INVESTMENT CO,2022-06-29,3285,191943,AOS
3284,209815,JNL SERIES TRUST,2022-05-25,3284,209815,AOS
3280,124017,"BLACKROCK ADVANTAGE GLOBAL FUND, INC.",2020-06-01,3280,124017,AOS
3260,190482,J.P. Morgan Exchange-Traded Fund Trust,2022-06-28,3260,190482,AOS
3234,188963,FIDELITY SALEM STREET TRUST,2022-06-24,3234,188963,AOS
3187,203617,Eaton Vance Tax-Managed Buy-Write Income Fund,2022-05-27,3187,203617,AOS
3139,200551,Voya BALANCED PORTFOLIO INC,2022-05-26,3139,200551,AOS
3118,199209,Brighthouse Funds Trust I,2022-05-26,3118,199209,AOS
3074,148782,DEUTSCHE DWS INSTITUTIONAL FUNDS,2020-01-24,3074,148782,AOS
3023,176634,Global X Funds,2022-06-29,3023,176634,AOS
3011,206494,AMERICAN CENTURY ETF TRUST,2022-04-25,3011,206494,AOS
3009,192245,Meeder Funds,2022-05-19,3009,192245,AOS
2958,188987,THRIVENT SERIES FUND INC,2022-05-27,2958,188987,AOS
2949,140697,FIRST INVESTORS EQUITY FUNDS,2019-11-29,2949,140697,AOS
2940,171784,FIRST TRUST EXCHANGE-TRADED ALPHADEX FUND,2022-06-24,2940,171784,AOS
2824,149107,Nuveen Core Equity Alpha Fund,2020-11-27,2824,149107,AOS
2821,180234,JOHN HANCOCK VARIABLE INSURANCE TRUST,2022-05-26,2821,180234,AOS
2800,178892,PRUDENTIAL INVESTMENT PORTFOLIOS 8,2022-05-26,2800,178892,AOS
2776,162202,iSHARES TRUST,2022-06-27,2776,162202,AOS
2754,175953,ALLIANZ VARIABLE INSURANCE PRODUCTS TRUST,2022-05-25,2754,175953,AOS
2710,185852,Voya Global Advantage  Premium Opportunity Fund,2022-04-26,2710,185852,AOS
2632,168158,Franklin Templeton ETF Trust,2022-05-10,2632,168158,AOS
2592,151451,iSHARES TRUST,2022-06-27,2592,151451,AOS
2552,163047,MML SERIES INVESTMENT FUND,2022-05-26,2552,163047,AOS
2529,161578,MUTUAL FUND SERIES TRUST,2022-05-31,2529,161578,AOS
2511,146718,FIDELITY COVINGTON TRUST,2022-06-23,2511,146718,AOS
2510,160364,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,2510,160364,AOS
2480,139649,FIDELITY PURITAN TRUST,2021-01-20,2480,139649,AOS
2445,156211,DEUTSCHE DWS INVESTMENTS VIT FUNDS,2022-05-24,2445,156211,AOS
2437,155700,THRIVENT SERIES FUND INC,2022-05-27,2437,155700,AOS
2437,142394,THRIVENT MUTUAL FUNDS,2022-06-28,2437,142394,AOS
2428,141868,AIM INVESTMENT FUNDS (INVESCO INVESTMENT FUNDS),2022-06-29,2428,141868,AOS
2393,205439,Index Funds,2022-02-28,2393,205439,AOS
2378,151930,SA FUNDS INVESTMENT TRUST,2022-05-26,2378,151930,AOS
2308,134856,RUSSELL INVESTMENT CO,2022-06-29,2308,134856,AOS
2287,133629,SUNAMERICA SERIES TRUST,2022-06-29,2287,133629,AOS
2253,131643,JOHN HANCOCK INVESTMENT TRUST,2022-06-28,2253,131643,AOS
2228,142347,SYNTAX ETF TRUST,2022-05-27,2228,142347,AOS
2201,140622,PENN SERIES FUNDS INC,2022-05-20,2201,140622,AOS
2171,126852,iSHARES TRUST,2022-06-27,2171,126852,AOS
2145,125332,IndexIQ ETF Trust,2022-06-27,2145,125332,AOS
2117,123696,Columbia ETF Trust I,2022-06-27,2117,123696,AOS
2034,129952,TIAA-CREF LIFE FUNDS,2022-05-27,2034,129952,AOS
2009,137777,VALIC Co I,2022-04-27,2009,137777,AOS
2000,127780,Gabelli Global Small  Mid Cap Value Trust,2022-05-31,2000,127780,AOS
2000,99360,TOCQUEVILLE TRUST,2019-12-20,2000,99360,AOS
1980,140719,"BLACKROCK LARGE CAP SERIES FUNDS, INC.",2021-07-26,1980,140719,AOS
1953,124777,DRIEHAUS MUTUAL FUNDS,2022-05-24,1953,124777,AOS
1930,123308,FRANKLIN TEMPLETON VARIABLE INSURANCE PRODUCTS TRUST,2022-05-23,1930,123308,AOS
1911,131056,Voya EQUITY TRUST,2022-04-25,1911,131056,AOS
1900,111017,WILMINGTON FUNDS,2022-06-27,1900,111017,AOS
1900,138168,"BNY Mellon Advantage Funds, Inc.",2021-10-27,1900,138168,AOS
1886,110199,BlackRock Funds II,2022-06-28,1886,110199,AOS
1877,119922,Victory Portfolios II,2022-05-25,1877,119922,AOS
1860,118835,GPS Funds I,2022-05-23,1860,118835,AOS
1854,108329,FIDELITY COVINGTON TRUST,2022-06-23,1854,108329,AOS
1837,117366,"Calvert Variable Products, Inc.",2022-05-27,1837,117366,AOS
1808,115513,SEASONS SERIES TRUST,2022-05-26,1808,115513,AOS
1806,115385,STATE STREET VARIABLE INSURANCE SERIES FUNDS INC,2022-05-27,1806,115385,AOS
1795,123101,USAA MUTUAL FUNDS TRUST,2022-04-27,1795,123101,AOS
1776,97360,GUGGENHEIM FUNDS TRUST,2021-03-01,1776,97360,AOS
1753,96099,Mutual Fund  Variable Insurance Trust,2021-02-25,1753,96099,AOS
1737,110977,TRANSAMERICA SERIES TRUST,2022-05-27,1737,110977,AOS
1737,149121,AMERICAN CENTURY CAPITAL PORTFOLIOS INC,2022-02-22,1737,149121,AOS
1737,119123,Symmetry Panoramic Trust,2022-04-29,1737,119123,AOS
1708,109124,NEW COVENANT FUNDS,2022-05-27,1708,109124,AOS
1674,88387,PFM Multi-Manager Series Trust,2020-11-19,1674,88387,AOS
1664,106313,VARIABLE INSURANCE PRODUCTS FUND II,2022-05-25,1664,106313,AOS
1648,105291,Principal Exchange-Traded Funds,2022-05-25,1648,105291,AOS
1634,112060,Goldman Sachs ETF Trust,2022-04-26,1634,112060,AOS
1621,94715,BNY Mellon ETF Trust,2022-06-23,1621,94715,AOS
1610,102863,ETF Series Solutions,2022-05-31,1610,102863,AOS
1550,99030,WILSHIRE MUTUAL FUNDS INC,2022-05-25,1550,99030,AOS
1534,89632,Arrow Investments Trust,2022-06-28,1534,89632,AOS
1459,100058,SCHWAB STRATEGIC TRUST,2022-04-25,1459,100058,AOS
1456,85074,FLEXSHARES TRUST,2022-06-28,1456,85074,AOS
1438,98618,Voya EQUITY TRUST,2022-04-25,1438,98618,AOS
1378,88040,"AB VARIABLE PRODUCTS SERIES FUND, INC.",2022-05-17,1378,88040,AOS
1363,87082,VanEck ETF Trust,2022-05-27,1363,87082,AOS
1353,86443,SEASONS SERIES TRUST,2022-05-26,1353,86443,AOS
1335,96200,Forethought Variable Insurance Trust,2021-08-19,1335,96200,AOS
1305,70862,Morningstar Funds Trust,2021-03-29,1305,70862,AOS
