date,fullName,issuerCik,netTransacted,reportedTitle,symbol,totalBought,totalSold
2023-01-14,SMALLS ISAAC S,0001037868,17374,VP - FINANCIAL REPORTING,AME,36014,-18640
2023-01-13,Seavers Dean,0001037868,1380,,AME,1380,
2023-01-12,HERMANCE FRANK S,0001037868,543852,EXECUTIVE CHAIRMAN,AME,1086260,-542408
2023-01-11,Seavers Dean,0001037868,1380,,AME,1380,
2023-01-10,Seavers Dean,0001037868,1380,,AME,1380,
2023-01-09,Seavers Dean,0001037868,1380,,AME,1380,
2023-01-08,Seavers Dean,0001037868,1380,,AME,1380,
2023-01-07,SMALLS ISAAC S,0001037868,17374,VP - FINANCIAL REPORTING,AME,36014,-18640
2023-01-06,Seavers Dean,0001037868,1380,,AME,1380,
2023-01-05,Seavers Dean,0001037868,1380,,AME,1380,
2023-01-04,Seavers Dean,0001037868,1380,,AME,1380,
2023-01-03,Seavers Dean,0001037868,1380,,AME,1380,
2023-01-02,Seavers Dean,0001037868,1380,,AME,1380,
2023-01-01,SMALLS ISAAC S,0001037868,17374,VP - FINANCIAL REPORTING,AME,36014,-18640
2022-12-31,HERMANCE FRANK S,0001037868,543852,EXECUTIVE CHAIRMAN,AME,1086260,-542408
2022-12-30,VARET ELIZEBETH R,0001037868,-708425,,AME,214878,-923303
2022-12-29,Seavers Dean,0001037868,1380,,AME,1380,
2022-12-28,Seavers Dean,0001037868,1380,,AME,1380,
2022-12-27,SMALLS ISAAC S,0001037868,17374,VP - FINANCIAL REPORTING,AME,36014,-18640
2022-12-26,Hardin John Wesley,0001037868,598146,PRES. - ELECTRONIC INSTRUMENTS,AME,1019768,-421622
2022-12-25,Seavers Dean,0001037868,1380,,AME,1380,
2022-12-24,Seavers Dean,0001037868,1380,,AME,1380,
2022-12-23,SMALLS ISAAC S,0001037868,17374,VP - FINANCIAL REPORTING,AME,36014,-18640
2022-12-22,SMALLS ISAAC S,0001037868,17374,VP - FINANCIAL REPORTING,AME,36014,-18640
2022-12-21,Seavers Dean,0001037868,1380,,AME,1380,
2022-12-20,Seavers Dean,0001037868,1380,,AME,1380,
2022-12-19,VARET ELIZEBETH R,0001037868,-708425,,AME,214878,-923303
2022-12-18,HERMANCE FRANK S,0001037868,543852,EXECUTIVE CHAIRMAN,AME,1086260,-542408
2022-12-17,HERMANCE FRANK S,0001037868,543852,EXECUTIVE CHAIRMAN,AME,1086260,-542408
2022-12-16,Seavers Dean,0001037868,1380,,AME,1380,
2022-12-15,Seavers Dean,0001037868,1380,,AME,1380,
2022-12-14,Seavers Dean,0001037868,1380,,AME,1380,
2022-12-13,SMALLS ISAAC S,0001037868,17374,VP - FINANCIAL REPORTING,AME,36014,-18640
2022-12-12,Seavers Dean,0001037868,1380,,AME,1380,
2022-12-11,CHANDY RUBY R,0001037868,75136,,AME,87600,-12464
2022-12-10,Seavers Dean,0001037868,1380,,AME,1380,
2022-12-09,Seavers Dean,0001037868,1380,,AME,1380,
2022-12-08,KLEIN CHARLES D,0001037868,-282880,,AME,159538,-442418
2022-12-07,VARET ELIZEBETH R,0001037868,-708425,,AME,214878,-923303
2022-12-06,Seavers Dean,0001037868,1380,,AME,1380,
2022-10-12,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-10-11,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-10-10,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-10-09,Behring Alexandre,0000277948,-23778129,,CSX,14728,-23792857
2022-10-08,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-10-07,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-10-06,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-10-05,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-10-04,Boone Kevin S.,0000277948,95422,EVP - Sales & Marketing,CSX,99779,-4357
2022-10-03,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-10-02,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-10-01,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-09-30,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-09-29,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-09-28,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-09-27,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-09-26,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-09-25,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-09-24,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-09-23,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-09-22,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-09-21,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-09-20,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-09-19,WARD MICHAEL J,0000277948,-451620,"Chairman, President and CEO",CSX,2224889,-2676509
2022-09-18,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-09-17,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-09-16,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-09-15,RATCLIFFE DAVID M,0000277948,95730,,CSX,95730,
2022-09-14,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-09-13,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-09-12,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-09-11,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-09-10,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-09-09,Behring Alexandre,0000277948,-23778129,,CSX,14728,-23792857
2022-09-08,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-09-07,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-09-06,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-09-05,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-09-04,Behring Alexandre,0000277948,-23778129,,CSX,14728,-23792857
2022-09-03,Behring Alexandre,0000277948,-23778129,,CSX,14728,-23792857
2022-09-02,Behring Alexandre,0000277948,-23778129,,CSX,14728,-23792857
2022-09-01,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-08-31,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-08-30,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-08-29,Behring Alexandre,0000277948,-23778129,,CSX,14728,-23792857
2022-08-28,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-08-27,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-08-26,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-08-25,Behring Alexandre,0000277948,-23778129,,CSX,14728,-23792857
2022-08-24,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-08-23,Williams Angela C,0000277948,52948,VP & Chief Accounting Officer,CSX,94203,-41255
2022-08-22,Ingram Tony L,0000277948,42457,Executive VP & COO,CSX,235167,-192710
2022-08-21,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-08-20,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-08-19,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-08-18,Williams Angela C,0000277948,14689,VP & Controller,CSX,24801,-10112
2022-08-17,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-08-16,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-08-15,RATCLIFFE DAVID M,0000277948,95730,,CSX,95730,
2022-08-14,RATCLIFFE DAVID M,0000277948,95730,,CSX,95730,
2022-08-13,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-08-12,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-08-11,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-08-10,Behring Alexandre,0000277948,-23778129,,CSX,14728,-23792857
2022-08-09,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-08-06,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-08-05,Behring Alexandre,0000277948,-23778129,,CSX,14728,-23792857
2022-08-04,Behring Alexandre,0000277948,-23778129,,CSX,14728,-23792857
2022-08-03,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-08-02,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-08-01,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-07-31,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-07-30,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-07-29,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-07-28,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-07-27,WARD MICHAEL J,0000277948,-451620,"Chairman, President and CEO",CSX,2224889,-2676509
2022-07-26,Behring Alexandre,0000277948,-23778129,,CSX,14728,-23792857
2022-07-25,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-07-22,REILLEY DENNIS H,0000277948,5731,,CSX,5731,
2022-07-21,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-07-20,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-07-19,RATCLIFFE DAVID M,0000277948,95730,,CSX,95730,
2022-07-18,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-07-17,Behring Alexandre,0000277948,-23778129,,CSX,14728,-23792857
2022-07-16,RATCLIFFE DAVID M,0000277948,95730,,CSX,95730,
2022-07-24,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-07-23,RICHARDSON WILLIAM C,0000277948,25865,,CSX,45865,-20000
2022-07-15,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-07-14,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
2022-07-13,Behring Alexandre,0000277948,-23778129,,CSX,14728,-23792857
2022-07-12,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-07-11,Wallace Mark Kenneth,0000277948,126036,Executive Vice President - CSX,CSX,323826,-197790
2022-07-10,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-07-09,GOODEN CLARENCE W,0000277948,116071,President,CSX,318175,-202104
2022-07-08,Glassman Andrew L,0000277948,6469,Vice President & Controller,CSX,7672,-1203
,Behring Alexandre,,-23778129,,CSX,14728,-23792857
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Wallace Mark Kenneth,,126036,Executive Vice President - CSX,CSX,323826,-197790
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Wallace Mark Kenneth,,126036,Executive Vice President - CSX,CSX,323826,-197790
,Wallace Mark Kenneth,,126036,Executive Vice President - CSX,CSX,323826,-197790
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Wallace Mark Kenneth,,126036,Executive Vice President - CSX,CSX,323826,-197790
,GOODEN CLARENCE W,,116071,President,CSX,318175,-202104
,Wallace Mark Kenneth,,126036,Executive Vice President - CSX,CSX,323826,-197790
,Behring Alexandre,,-23778129,,CSX,14728,-23792857
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,GOODEN CLARENCE W,,116071,President,CSX,318175,-202104
,Wallace Mark Kenneth,,126036,Executive Vice President - CSX,CSX,323826,-197790
,Behring Alexandre,,-23778129,,CSX,14728,-23792857
,Wallace Mark Kenneth,,126036,Executive Vice President - CSX,CSX,323826,-197790
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Wallace Mark Kenneth,,126036,Executive Vice President - CSX,CSX,323826,-197790
,Behring Alexandre,,-23778129,,CSX,14728,-23792857
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Wallace Mark Kenneth,,126036,Executive Vice President - CSX,CSX,323826,-197790
,Wallace Mark Kenneth,,126036,Executive Vice President - CSX,CSX,323826,-197790
,Glassman Andrew L,,6469,Vice President & Controller,CSX,7672,-1203
,Behring Alexandre,,-23778129,,CSX,14728,-23792857
,Wallace Mark Kenneth,,126036,Executive Vice President - CSX,CSX,323826,-197790
,Behring Alexandre,,-23778129,,CSX,14728,-23792857
,Wallace Mark Kenneth,,126036,Executive Vice President - CSX,CSX,323826,-197790
,Wallace Mark Kenneth,,126036,Executive Vice President - CSX,CSX,323826,-197790
2023-05-20,KANDARIAN STEVEN A,0001099219,-175,President & CEO,MET,,-175
2023-05-19,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-05-18,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-05-17,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-05-16,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-05-15,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-05-14,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-05-13,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-05-12,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-05-11,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-05-10,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-05-09,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-05-08,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-05-07,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-05-06,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-05-05,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-05-04,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-05-03,Khalaf Michel,0001099219,134180,"President, U.S. Bus. and EMEA",MET,166797,-32617
2023-05-02,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-05-01,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-04-30,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-04-29,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-04-28,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-04-27,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-04-26,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-04-25,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-04-24,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-04-23,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-04-22,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-04-21,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-04-20,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-04-19,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-04-18,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-04-17,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-04-16,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-04-15,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-04-14,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-04-13,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-04-12,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-04-11,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-04-10,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-04-09,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-04-08,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-04-07,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-04-06,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-04-05,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-04-04,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-04-03,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-04-02,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-04-01,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-03-31,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-03-30,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-03-29,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-03-14,GAUSTER STEPHEN W,0001099219,7275,SVP & Interim General Counsel,MET,7771,-496
2023-03-13,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-03-12,Khalaf Michel,0001099219,134180,"President, U.S. Bus. and EMEA",MET,166797,-32617
2023-03-11,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-03-10,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-03-09,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-03-08,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-03-07,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-03-06,GAUSTER STEPHEN W,0001099219,116671,EVP & General Counsel,MET,142453,-25782
2023-03-05,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-03-04,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-03-03,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-03-02,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-03-01,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-03-28,KELLY ALFRED F JR,0001099219,38500,,MET,40819,-2319
2023-03-27,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-03-26,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-03-25,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-03-24,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-03-23,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-03-22,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-03-21,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-03-20,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-03-19,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-03-18,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-03-17,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-03-16,Khalaf Michel,0001099219,134180,"President, U.S. Bus. and EMEA",MET,166797,-32617
2023-03-15,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-02-28,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-02-27,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-02-26,WHEELER WILLIAM J,0001099219,667073,E.V.P. and C.F.O.,MET,704172,-37099
2023-02-25,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-02-24,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-02-23,Carr Gwenn L,0001099219,54584,Executive Vice President,MET,60880,-6296
2023-02-22,KELLY ALFRED F JR,0001099219,38500,,MET,40819,-2319
2023-02-21,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-02-20,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-02-19,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-02-18,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-02-17,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-02-16,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-02-15,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-02-14,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-02-13,HASSELL GERALD L,0001099219,29943,,MET,32412,-2469
2023-02-12,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-02-11,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-02-10,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-02-09,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-02-08,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-02-07,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-02-06,LIPSCOMB JAMES L,0001099219,273482,Exec. VP & General Counsel,MET,360792,-87310
2023-02-05,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-02-04,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-02-03,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-02-02,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-02-01,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-01-31,TADROS RAMY,0001099219,277568,"President, U.S. Business",MET,349583,-72015
2023-01-30,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-01-29,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-01-28,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-01-27,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-01-26,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-01-25,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-01-24,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-01-23,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-01-22,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-01-21,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-01-20,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-01-19,Campbell Kurt M.,0001099219,1981,,MET,1981,
2023-01-18,Khalaf Michel,0001099219,134180,"President, U.S. Bus. and EMEA",MET,166797,-32617
2023-01-17,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-01-16,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-01-15,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-01-14,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-01-13,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-01-12,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-01-11,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-01-10,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2023-01-09,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-01-08,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2023-01-07,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2023-01-06,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2022-12-22,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2022-12-21,Hele John C.R.,0001099219,529255,EVP & Chief Financial Officer,MET,585603,-56348
2022-12-20,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2022-12-19,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2022-12-18,MATHEWS SYLVIA M,0001099219,14713,,MET,16701,-1988
2022-12-17,Khalaf Michel,0001099219,134180,"President, U.S. Bus. and EMEA",MET,166797,-32617
2022-12-16,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
2022-12-15,LIPSCOMB JAMES L,0001099219,273482,Exec. VP & General Counsel,MET,360792,-87310
2023-01-05,SCHOCK TAMARA,0001099219,44599,EVP & Chief Accounting Officer,MET,48531,-3932
