address1,city,state,zip,country,phone,website,industry,industryDisp,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,Open,High,Low,Close,Volume,Dividends,Stock Splits,fax,address2,industrySymbol,Adj Close
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.32000732421875,457.3699951171875,448.8699951171875,450.19000244140625,996000.0,0.0,0.0,,,,
800 Nicollet Mall,Minneapolis,MN,55402,United States,866 775 9668,https://www.usbank.com,Banks—Regional,Banks—Regional,Financial Services,"U.S. Bancorp, a financial services holding company, provides various financial services to individuals, businesses, institutional organizations, governmental entities and other financial institutions in the United States. It operates in Corporate and Commercial Banking, Consumer and Business Banking, Wealth Management and Investment Services, Payment Services, and Treasury and Corporate Support segments. The company offers depository services, including checking accounts, savings accounts, and time certificate contracts; lending services, such as traditional credit products; and credit card services, lease financing and import/export trade, asset-backed lending, agricultural finance, and other products. In addition, it provides ancillary services comprising capital markets, treasury management, and receivable lock-box collection services to corporate and governmental entity customers. Further, the company offers asset management and fiduciary services for individuals, estates, foundations, business corporations, and charitable organizations. Additionally, it provides investment and insurance products to its customers principally within its markets, as well as fund administration services to mutual and other funds. Furthermore, the company provides corporate and purchasing card, and corporate trust services. The company offers merchant processing, investment management, ATM processing, mortgage banking, insurance, and brokerage and leasing services. U.S. Bancorp was founded in 1863 and is headquartered in Minneapolis, Minnesota.",77000.0,"[{'maxAge': 1, 'name': 'Mr. Andrew J. Cecere', 'age': 61, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 6157514, 'exercisedValue': 808561, 'unexercisedValue': 885808}, {'maxAge': 1, 'name': 'Mr. Terrance R. Dolan', 'age': 60, 'title': 'Vice Chair & CFO', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 2628538, 'exercisedValue': 0, 'unexercisedValue': 245805}, {'maxAge': 1, 'name': 'Ms. Gunjan  Kedia', 'age': 51, 'title': 'Vice Chairman of Wealth Management & Investment Services', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 2297837, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jeffry H. von Gillern', 'age': 56, 'title': 'Vice Chairman of Technology & Operations Services', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 2276512, 'exercisedValue': 271838, 'unexercisedValue': 271754}, {'maxAge': 1, 'name': 'Mr. Timothy A. Welsh', 'age': 56, 'title': 'Vice Chairman of Consumer & Bus. Banking', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 2177425, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Souheil S. Badran', 'age': 57, 'title': 'Sr. EVP & COO', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jennifer Ann Thompson C.F.A.', 'title': 'EVP, Head of Corp. Fin. and Director of Investor Relations & Economic Analysis', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Dilip  Venkatachari', 'age': 62, 'title': 'Sr. EVP and Global Chief Information & Technology Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Katherine B. Quinn', 'age': 57, 'title': 'VC & Chief Admin. Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. James L. Chosy', 'age': 58, 'title': 'Sr. EVP, Corp. Sec. & Gen. Counsel', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}]",6.0,5.0,2.0,7.0,5.0,1685577600.0,1672444800.0,86400.0,2.0,33.58,33.66,33.21,33.82,33.58,33.66,33.21,33.82,1.92,0.0572,1687996800.0,0.508,3.46,0.955281,8.938502,7.158458,13566982.0,13566982.0,17530191.0,16998700.0,16998700.0,33.0,33.79,3200.0,1300.0,51245518848.0,27.27,49.95,2.190073,31.99,40.6018,1.9,0.056581296,USD,92711477248.0,0.25496998,1529211023.0,1532920064.0,38300671.0,35843296.0,1682640000.0,1685491200.0,0.025,0.0015,0.77193,2.02,0.025,0.0,30.127,1.1096358,1672444800.0,1703980800.0,1680220800.0,0.091,5626999808.0,3.74,4.67,1.9,3:1,924220800.0,3.962,,-0.26881015,0.15015817,0.48,1680134400.0,NYQ,EQUITY,USB,USB,U.S. Bancorp,U.S. Bancorp,105283800.0,America/New_York,EDT,7aca5ec6-18f7-3173-a8dc-d7014cf9bdcf,finmb_305304,-14400000.0,33.43,67.0,32.0,43.71,43.0,2.4,buy,21.0,70207995904.0,45.8,,104171003904.0,,,23399000064.0,,15.592,0.009430001,0.113850005,22142000000.0,,13484000256.0,0.053,0.23,0.0,0.0,0.35924998,USD,1.6386,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.65999984741211,33.81999969482422,33.209999084472656,33.43000030517578,13569300.0,0.0,0.0,,,,
1020 Hull Street,Baltimore,MD,21230-2080,United States,410 468 2512,https://www.underarmour.com,Apparel Manufacturing,Apparel Manufacturing,Consumer Cyclical,"Under Armour, Inc., together with its subsidiaries, develops, markets, and distributes performance apparel, footwear, and accessories for men, women, and youth. The company provides its apparel in compression, fitted, and loose fit types. It also offers footwear products for running, training, basketball, cleated sports, recovery, and outdoor applications. In addition, the company provides accessories, which include gloves, bags, headwear, and sports masks; and digital subscription, advertising, and other digital business services. It primarily offers its products under the UNDER ARMOUR, HEATGEAR, COLDGEAR, HOVR, UA, PROTECT THIS HOUSE, I WILL, UA Logo, ARMOUR FLEECE, and ARMOUR BRA brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, mono-branded Under Armour retail stores, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 439 Brand and Factory House stores, as well as through e-commerce websites. It operates in the United States, Canada, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. Under Armour, Inc. was incorporated in 1996 and is headquartered in Baltimore, Maryland.",7600.0,"[{'maxAge': 1, 'name': 'Mr. Kevin A. Plank', 'age': 49, 'title': 'Founder, Exec. Chairman & Brand Chief', 'yearBorn': 1973, 'fiscalYear': 2021, 'totalPay': 2266114, 'exercisedValue': 0, 'unexercisedValue': 1361946}, {'maxAge': 1, 'name': 'Mr. David E. Bergman', 'age': 49, 'title': 'Chief Financial Officer', 'yearBorn': 1973, 'fiscalYear': 2021, 'totalPay': 1770464, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Colin  Browne', 'age': 58, 'title': 'Chief Operating Officer', 'yearBorn': 1964, 'fiscalYear': 2021, 'totalPay': 1840318, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Stephanie L. Pugliese', 'age': 52, 'title': 'Exec. Officer', 'yearBorn': 1970, 'fiscalYear': 2021, 'totalPay': 1783732, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Stephanie Coleman Linnartz', 'age': 53, 'title': 'Pres, CEO & Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Aditya  Maheshwari', 'age': 47, 'title': 'Sr. VP, Controller & Chief Accounting Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Tchernavia  Rocker', 'age': 48, 'title': 'Chief People & Admin. Officer', 'yearBorn': 1974, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lance  Allega', 'title': 'Sr. VP of Investor Relations & Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mehri F. Shadman Valavi J.D.', 'age': 40, 'title': 'Chief Legal Officer & Corp. Sec.', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kevin M. Haley', 'age': 53, 'title': 'Chief Strategy Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}]",3.0,4.0,4.0,10.0,7.0,1685577600.0,1640908800.0,86400.0,2.0,7.53,7.46,7.405,7.55,7.53,7.46,7.405,7.55,,,,0.0,,1.61514,9.197531,11.640625,3539718.0,3539718.0,6838345.0,6404650.0,6404650.0,0.0,7.85,2900.0,4000.0,3178594560.0,6.38,13.05,0.53841305,8.0438,9.00545,0.0,0.0,USD,4157079552.0,0.065510005,386456250.0,188704992.0,13091868.0,16828822.0,1682640000.0,1685491200.0,0.0294,0.00283,0.84503996,1.55,0.077800006,0.0,4.496,1.6570284,1680220800.0,1711843200.0,1680220800.0,,386768992.0,0.81,0.64,5.73,2:1,1460073600.0,0.704,9.818,-0.18041801,0.15015817,,,NYQ,EQUITY,UAA,UAA,"Under Armour, Inc.","Under Armour, Inc.",1132324200.0,America/New_York,EDT,0bda9ecc-1494-3509-90b4-b9dd33795f85,finmb_8740684,-14400000.0,7.45,15.0,7.0,10.5,10.25,2.4,buy,20.0,711910016.0,1.601,423431008.0,1521181056.0,1.084,2.181,5903635968.0,76.12,13.078,0.03837,0.20753,,-211300368.0,-9914000.0,,0.075,0.44876,0.07172,0.048410002,USD,1.3051,,,,,,,,,3rd Floor,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.460000038146973,7.550000190734863,7.409999847412109,7.449999809265137,3735400.0,0.0,0.0,,,,
1020 Hull Street,Baltimore,MD,21230-2080,United States,410 468 2512,https://www.underarmour.com,Apparel Manufacturing,Apparel Manufacturing,Consumer Cyclical,"Under Armour, Inc., together with its subsidiaries, develops, markets, and distributes performance apparel, footwear, and accessories for men, women, and youth. The company provides its apparel in compression, fitted, and loose fit types. It also offers footwear products for running, training, basketball, cleated sports, recovery, and outdoor applications. In addition, the company provides accessories, which include gloves, bags, headwear, and sports masks; and digital subscription, advertising, and other digital business services. It primarily offers its products under the UNDER ARMOUR, HEATGEAR, COLDGEAR, HOVR, UA, PROTECT THIS HOUSE, I WILL, UA Logo, ARMOUR FLEECE, and ARMOUR BRA brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, mono-branded Under Armour retail stores, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 439 Brand and Factory House stores, as well as through e-commerce websites. It operates in the United States, Canada, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. Under Armour, Inc. was incorporated in 1996 and is headquartered in Baltimore, Maryland.",7600.0,"[{'maxAge': 1, 'name': 'Mr. Kevin A. Plank', 'age': 49, 'title': 'Founder, Exec. Chairman & Brand Chief', 'yearBorn': 1973, 'fiscalYear': 2021, 'totalPay': 2266114, 'exercisedValue': 0, 'unexercisedValue': 1361946}, {'maxAge': 1, 'name': 'Mr. David E. Bergman', 'age': 49, 'title': 'Chief Financial Officer', 'yearBorn': 1973, 'fiscalYear': 2021, 'totalPay': 1770464, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Colin  Browne', 'age': 58, 'title': 'Chief Operating Officer', 'yearBorn': 1964, 'fiscalYear': 2021, 'totalPay': 1840318, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Stephanie L. Pugliese', 'age': 52, 'title': 'Exec. Officer', 'yearBorn': 1970, 'fiscalYear': 2021, 'totalPay': 1783732, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Stephanie Coleman Linnartz', 'age': 53, 'title': 'Pres, CEO & Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Aditya  Maheshwari', 'age': 47, 'title': 'Sr. VP, Controller & Chief Accounting Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Tchernavia  Rocker', 'age': 48, 'title': 'Chief People & Admin. Officer', 'yearBorn': 1974, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lance  Allega', 'title': 'Sr. VP of Investor Relations & Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Mehri F. Shadman Valavi J.D.', 'age': 40, 'title': 'Chief Legal Officer & Corp. Sec.', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kevin M. Haley', 'age': 53, 'title': 'Chief Strategy Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}]",3.0,4.0,4.0,10.0,7.0,1685577600.0,1640908800.0,86400.0,2.0,6.92,6.89,6.81,6.93,6.92,6.89,6.81,6.93,,,,0.0,,1.61514,8.469136,15.244445,2953155.0,2953155.0,3126985.0,3071158.0,3071158.0,6.5,0.0,4000.0,2900.0,3184871680.0,5.74,11.415,0.5394763,7.3126,8.03775,0.0,0.0,USD,3885875968.0,0.065510005,386456250.0,221440992.0,7756420.0,8156206.0,1682640000.0,1685491200.0,0.0174,0.16760999,0.67747,1.87,,0.0,4.496,1.5258008,1680220800.0,1711843200.0,1680220800.0,,386768992.0,0.81,0.45,,1.007098:1,1465776000.0,0.658,9.177,-0.15712547,0.15015817,,,NYQ,EQUITY,UA,UA,"Under Armour, Inc.","Under Armour, Inc.",1458739800.0,America/New_York,EDT,3943d879-5e03-38e3-b07b-5b71eac1b669,finmb_8740684,-14400000.0,6.86,26.2,26.2,26.2,26.2,2.0,buy,1.0,711910016.0,1.601,423431008.0,1521181056.0,1.084,2.181,5903635968.0,76.12,13.078,0.03837,0.20753,,-211300368.0,-9914000.0,,0.075,0.44876,0.07172,0.048410002,USD,1.1994,,,,,,,,,3rd Floor,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.889999866485596,6.929999828338623,6.809999942779541,6.860000133514404,2953155.0,0.0,0.0,,,,
1400 Douglas Street,Omaha,NE,68179,United States,402 544 5000,https://www.up.com,Railroads,Railroads,Industrials,"Union Pacific Corporation, through its subsidiary, Union Pacific Railroad Company, operates in the railroad business in the United States. The company offers transportation services for grain and grain products, fertilizers, food and refrigerated products, and coal and renewables to grain processors, animal feeders, ethanol producers, and other agricultural users; petroleum, and liquid petroleum gases; and construction products, industrial chemicals, plastics, forest products, specialized products, metals and ores, soda ash, and sand, as well as finished automobiles, automotive parts, and merchandise in intermodal containers. As of December 31, 2021, its rail network included 32,452 route miles connecting Pacific Coast and Gulf Coast ports with the Midwest and Eastern United States gateways. The company was founded in 1862 and is headquartered in Omaha, Nebraska.",31471.0,"[{'maxAge': 1, 'name': 'Mr. Lance M. Fritz', 'age': 59, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 2325909, 'exercisedValue': 19466200, 'unexercisedValue': 5027576}, {'maxAge': 1, 'name': 'Ms. Jennifer L. Hamann', 'age': 54, 'title': 'Exec. VP & CFO', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 957633, 'exercisedValue': 627400, 'unexercisedValue': 1650161}, {'maxAge': 1, 'name': 'Ms. Elizabeth F. Whited', 'age': 56, 'title': 'Exec. VP of Sustainability & Strategy', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 906355, 'exercisedValue': 1505583, 'unexercisedValue': 956059}, {'maxAge': 1, 'name': 'Mr. Kenyatta G. Rocker', 'age': 50, 'title': 'Exec. VP of Marketing & Sales - Union Pacific Railroad Company', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 833574, 'exercisedValue': 1870029, 'unexercisedValue': 1185742}, {'maxAge': 1, 'name': 'Mr. Eric J. Gehringer', 'age': 42, 'title': 'Exec. VP of Operations - Union Pacific Railroad Company', 'yearBorn': 1980, 'fiscalYear': 2022, 'totalPay': 814900, 'exercisedValue': 0, 'unexercisedValue': 326710}, {'maxAge': 1, 'name': 'Mr. Todd M. Rynaski', 'age': 51, 'title': 'Sr. VP, Chief Accounting, Risk & Compliance Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Rahul  Jalali', 'title': 'Exec. VP & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Scott D. Moore', 'title': 'Sr. VP of Corp. Relations & Chief Admin. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Brad  Stock', 'title': 'Assistant VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Craig V. Richardson', 'age': 60, 'title': 'Exec. VP, Chief Legal Officer & Corp. Sec.', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}]",3.0,8.0,3.0,1.0,1.0,1685577600.0,1672444800.0,86400.0,2.0,201.38,200.47,200.13,204.17,201.38,200.47,200.13,204.17,5.2,0.025799999,1685404800.0,0.4598,2.07,1.10176,17.990282,16.55691,1995847.0,1995847.0,2622490.0,2653610.0,2653610.0,200.2,203.99,800.0,900.0,124164374528.0,183.69,242.36,4.95251,198.3666,203.46146,5.2,0.025821827,USD,157062463488.0,0.27913,608219991.0,609694976.0,4136418.0,4534761.0,1682640000.0,1685491200.0,0.0068,0.0023700001,0.81204003,1.96,0.0068,0.0,20.42,9.973065,1672444800.0,1703980800.0,1680220800.0,0.0,6998000128.0,11.32,12.3,1.98,2:1,1402272000.0,6.265,13.081,-0.029082239,0.15015817,1.3,1685404800.0,NYQ,EQUITY,UNP,UNP,Union Pacific Corporation,Union Pacific Corporation,315671400.0,America/New_York,EDT,c077bb12-7f5a-3cf2-8062-a182f13672e7,finmb_310078,-14400000.0,203.65,247.0,171.0,218.81,220.0,2.2,buy,27.0,1079000064.0,1.77,12007000064.0,35361001472.0,0.489,0.654,25070999552.0,283.933,40.614,0.09368,0.57476,13367000000.0,3710500096.0,8965999616.0,0.039,0.033,0.53109,0.47891998,0.38866,USD,2.7532,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.47000122070312,204.1699981689453,200.1300048828125,203.64999389648438,2191200.0,0.0,0.0,,,,
233 South Wacker Drive,Chicago,IL,60606,United States,872 825 4000,https://www.united.com,Airlines,Airlines,Industrials,"United Airlines Holdings, Inc., through its subsidiaries, provides air transportation services in North America, Asia, Europe, Africa, the Pacific, the Middle East, and Latin America. The company transports people and cargo through its mainline and regional fleets. It also offers catering, ground handling, training, and maintenance services for third parties. The company was formerly known as United Continental Holdings, Inc. and changed its name to United Airlines Holdings, Inc. in June 2019. United Airlines Holdings, Inc. was incorporated in 1968 and is headquartered in Chicago, Illinois.",96300.0,"[{'maxAge': 1, 'name': 'Mr. J. Scott Kirby', 'age': 55, 'title': 'CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1129978, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Brett J. Hart', 'age': 52, 'title': 'Pres', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 875912, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gerald  Laderman', 'age': 64, 'title': 'Exec. VP & CFO', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 840939, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gregory L. Hart', 'age': 56, 'title': 'Exec. VP & Chief Growth Officer', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 974014, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Linda P. Jojo', 'age': 57, 'title': 'Exec. VP & Chief Customer Officer', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 787606, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Torbjorn J. Enqvist', 'age': 50, 'title': 'Exec. VP & COO', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jason  Birnbaum', 'age': 50, 'title': 'Chief Information Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Kristina  Munoz', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Josh  Earnest', 'title': 'Sr. VP & Chief Communications Officer', 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Doreen  Burse', 'title': 'Sr. VP of Worldwide Sales', 'exercisedValue': 0, 'unexercisedValue': 0}]",8.0,2.0,9.0,10.0,10.0,1685577600.0,1672444800.0,86400.0,2.0,52.7,52.43,52.11,53.135,52.7,52.43,52.11,53.135,,,1199664000.0,0.0,,1.414788,9.127807,4.875461,4229844.0,4229844.0,7017274.0,6028510.0,6028510.0,52.02,0.0,1300.0,1000.0,17333159936.0,31.58,55.04,0.35505673,46.6776,44.00085,0.0,0.0,USD,37311959040.0,0.039330002,326306070.0,327968992.0,21244823.0,17033020.0,1682640000.0,1685491200.0,0.0648,0.00427,0.65413004,3.28,0.0734,0.0,20.331,2.5994787,1672444800.0,1703980800.0,1680220800.0,,1920000000.0,5.79,10.84,0.08,,,0.764,5.956,0.47584474,0.15015817,2.15,1199664000.0,NMS,EQUITY,UAL,UAL,"United Airlines Holdings, Inc.","United Airlines Holdings, Inc.",1139236200.0,America/New_York,EDT,4a481841-643c-3bcc-9402-e0d8a11d2bcb,finmb_309845,-14400000.0,52.85,80.0,43.0,62.41,64.0,2.3,buy,15.0,17155999744.0,52.31,6264999936.0,37184000000.0,0.822,0.913,48817999872.0,557.648,149.291,0.03523,0.3731,13186000000.0,77250000.0,7731999744.0,,0.511,0.31001,0.12833,0.080520004,USD,0.1356,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.43000030517578,53.13999938964844,52.11000061035156,52.849998474121094,4254900.0,0.0,0.0,,,,
